Nbr-Val,Nbr-Pers,,code,Char,KP102ValSq,KP102ValSans,,Alpha EN,Order EN,Pers EN,Titre EN,Définitions EN,Questions EN,,Alpha Fr,Order Fr,Pers Fr,Titre Fr,Définitions Fr,Questions Fr,,Alpha Nw,Order Nw,Pers Nw,Titre Nw,Définitions Nw,Questions Nw
3-16,3,,77,M,M,M,,73,GB045,Management,Productivity,Provide positive and or useful results by using creative or mental skills.,"What does productivity mean to you? What kinds of skills do you use to produce positive results? How did you develop those skills? What benefits do you derive from being productive? What benefits do others derive from your productivity?
What kinds of productivity goals do you set for yourself? How do you evaluate and measure your productivity? What improvements can you make to accomplish your productivity goals? Are there additional domains in your life or work in which you would like to be more productive? How do you motivate yourself to be productive in areas where you are not as accomplished? What additional goals will you set and how will you meet them?
Do others around you share your productivity value? If not, do you need to develop skills to motivate others to produce (for example, acknowledging strengths, giving timely and objective feedback, praising achievements)? If so, are your procedures and processes adequate to synergize your efforts, i.e., coordinate efforts to produce more through less collective effort?",,74,Fr043,Management,Productivité,Fournir des résultats positifs et utiles en utilisant des compétences créatives ou mentales.,"Que signifie Productivité pour vous ? De quelles sortes de savoir-faire avez-vous besoin pour produire des résultats positifs ? Comment avez-vous acquis ces savoir-faire ? Quels bénéfices retirez-vous du fait d’être productif ? Quels bénéfices les autres retirent-ils de votre productivité ?
Quels genres d’objectifs de productivité vous donnez-vous à vous-même ? Comment évaluez-vous et mesurez-vous votre productivité ? Quelles améliorations pouvez-vous apporter pour atteindre vos objectifs de productivité ? Y a-t-il d’autres domaines dans votre vie ou dans votre travail dans lesquels vous aimeriez être plus productif ? Comment vous motivez-vous pour être productif dans des domaines où vous n’êtes pas si talentueux ? Quels objectifs additionnels allez-vous vous donner et comment allez-vous les atteindre ?
Les autres autour de vous partagent-ils votre valeur de Productivité ? Si ce n’est pas le cas, avez-vous besoin d’approfondir des compétences pour motiver les autres à produire (par exemple, reconnaître leurs forces, donner du feed-back objectif et, en temps voulu, les féliciter pour leurs réussites) ? Si oui, vos procédures et vos processus sont-ils adéquats pour créer une synergie entre ceux qui font des efforts, par exemple en coordonnant les efforts pour produire plus grâce à moins d’efforts collectifs ?",,68,Nw045,Management,Produktivitet,Fremskaffer positive og nyttige resultater gjennom utøvelse av kreative eller mentale ferdigheter.,"What does productivity mean to you? What kinds of skills do you use to produce positive results? How did you develop those skills? What benefits do you derive from being productive? What benefits do others derive from your productivity?
What kinds of productivity goals do you set for yourself? How do you evaluate and measure your productivity? What improvements can you make to accomplish your productivity goals? Are there additional domains in your life or work in which you would like to be more productive? How do you motivate yourself to be productive in areas where you are not as accomplished? What additional goals will you set and how will you meet them?
Do others around you share your productivity value? If not, do you need to develop skills to motivate others to produce (for example, acknowledging strengths, giving timely and objective feedback, praising achievements)? If so, are your procedures and processes adequate to synergize your efforts, i.e., coordinate efforts to produce more through less collective effort?"
3-17,3,,78,N,N,N,,74,GB046,Management,Quality,Being concerned that goods or services meet established standards of excellence or performance.,"Defining quality in operation requires an understanding of essential characteristics or criteria needed to evaluate something. Eventually, everything we make or do can be evaluated according to standards of quality. What are the issues or things you provide where quality is of a particular importance? If there are more than one, prioritize your list and explain your rationale, at least to yourself.
What are the standards of quality that the goods or services you are responsible for evaluating or for providing which need to meet? In your opinion, are these standards adequate? Why or why not? Is adequate sufficient or does the quality of the things in question need to be superior to others in that class of things? What are the trade-offs in achieving the level of quality needed for the issues you have identified?
Are you facing quality challenges, either professionally or personally? Take the time to investigate and make necessary improvements. If the lack of quality in these challenges is an ongoing problem, how will you identify and engage resources to change the situation? Do you have a plan to make needed changes?
When working with others, make sure that quality standards are understood by everyone involved. How are quality standards communicated? How is quality compliance monitored? Are you remaining current with changes that affect quality standards?",,75,Fr044,Management,Qualité,Avoir le souci que des biens ou des services répondent à des critères établis d’excellence ou de performance.,"Définir la qualité d’une opération requiert une compréhension des caractéristiques et des critères essentiels nécessaires à son évaluation. En fin de compte, tout ce que nous faisons peut être évalué selon des critères de qualité. Quels sont les sujets ou les objets que vous produisez pour lesquels la qualité est d’une importance particulière ? S’il y en a plus d’un, faites une liste par ordre de priorité et expliquez votre raisonnement, tout au moins à vous-même.
Quels sont les critères de qualité auxquels les biens et les services que vous avez la responsabilité d’évaluer ou de produire doivent répondre ? À votre avis, ces critères sont-ils adéquats ? Pourquoi, ou pourquoi pas ? Le fait d’être « adéquat » est-il suffisant, ou la qualité des choses en question nécessite-t-elle d’être supérieure à celle des autres objets de la même catégorie ? Quelles ont été les contreparties pour que vous puissiez atteindre le niveau de qualité nécessaire dans les domaines que vous avez identifiés ?
Faites-vous face à des défis concernant la qualité, professionnellement ou personnellement ? Prenez le temps de vous renseigner et de faire les améliorations nécessaires. Si le manque de qualité dans ces projets est un problème récurrent, comment allez-vous identifier et engager des moyens pour changer la situation ? Avez-vous un plan pour faire les changements nécessaires ?
Quand vous travaillez avec d’autres personnes, assurez-vous que les critères de qualité sont compris par tous ceux concernés. Comment les standards de qualité sont-ils transmis ? Comment le respect de ces standards est-il évalué ? Vous maintenez-vous au courant des changements qui affectent les standards de qualité ?",,45,Nw041,Management,Kvalitet,Er opptatt av at varer og tjenester tilfredsstiller etablerte eller beste kvalitetsstandarder eller utførelse,"Defining quality in operation requires an understanding of essential characteristics or criteria needed to evaluate something. Eventually, everything we make or do can be evaluated according to standards of quality. What are the issues or things you provide where quality is of a particular importance? If there are more than one, prioritize your list and explain your rationale, at least to yourself.
What are the standards of quality that the goods or services you are responsible for evaluating or for providing which need to meet? In your opinion, are these standards adequate? Why or why not? Is adequate sufficient or does the quality of the things in question need to be superior to others in that class of things? What are the trade-offs in achieving the level of quality needed for the issues you have identified?
Are you facing quality challenges, either professionally or personally? Take the time to investigate and make necessary improvements. If the lack of quality in these challenges is an ongoing problem, how will you identify and engage resources to change the situation? Do you have a plan to make needed changes?
When working with others, make sure that quality standards are understood by everyone involved. How are quality standards communicated? How is quality compliance monitored? Are you remaining current with changes that affect quality standards?"
3-18,3,,79,O,O,O,,76,GB047,Management,Rationality,Objective reasoning based on the principles of logic.,"Everyone is rational to some degree, but when we are influenced by emotions, biases, and unfounded assumptions and beliefs we are less objective and become more subjective. When do you become less objective and more subjective? When do your emotions influence your thinking and decision making?
When dealing with important issues, especially when developing conclusions and judgments, do you take the time to identify your own ""hot buttons,"" i.e., those areas where your emotions begin to influence your thinking and actions? How do you manage those emotions?
Do you separate facts from opinions when you read or listen to others' comments about important political, social, professional, or personal issues? Can you explain to yourself and others the way your judgments and decisions logically follow from the facts in a given situation?
What are the external pressures and forces that influence your ability to think clearly and rationally? How do you manage those influences? (For example influences at work, from the media, or other social sources.)
Do you share your thinking processes with others, especially those with whom you work, or who rely on you? Do you ask others to share their thinking process with you?",,78,Fr045,Management,Rationalité,Avoir un raisonnement objectif fondé sur les principes de la logique.,"Tout le monde est rationnel jusqu’à un certain degré, mais quand nous sommes influencés par des émotions, des partis-pris, des croyances ou des préjugés infondés, nous sommes moins objectifs et devenons plus subjectifs. Quand devenez-vous moins objectif et plus subjectif ? Quand vos émotions influencent-elles vos réflexions et votre prise de décision ?
Dans des affaires importantes, particulièrement si vous devez établir des conclusions et des jugements, prenez-vous le temps d’identifier vos propres « points chauds », c’est-à-dire les domaines dans lesquels vos émotions commencent à influencer vos pensées et vos actions ? Comment gérez-vous ces émotions ?
Distinguez-vous les faits des opinions lorsque vous lisez ou écoutez les commentaires d’autres personnes sur des sujets politiques, sociaux, professionnels ou personnels importants ? Pouvez-vous expliquer à vous-mêmes et à d’autres la manière dont vos jugements et vos décisions découlent logiquement des faits d’une situation donnée ?
Quelles sont les pressions et forces externes qui influencent votre capacité à réfléchir clairement et rationnellement ? Comment gérez-vous ces influences (par exemple, des influences au travail, provenant des médias ou d’autres sources sociales) ?
Partagez-vous vos processus de pensée avec d’autres personnes, particulièrement celles avec qui vous travaillez ou qui comptent pour vous ? Demandez-vous à d’autres de partager leurs processus de pensée avec vous ?",,69,Nw046,Management,Rasjonalitet,Objektiv argumentasjon basert på logiske prinsipper.,"Everyone is rational to some degree, but when we are influenced by emotions, biases, and unfounded assumptions and beliefs we are less objective and become more subjective. When do you become less objective and more subjective? When do your emotions influence your thinking and decision making?
When dealing with important issues, especially when developing conclusions and judgments, do you take the time to identify your own ""hot buttons,"" i.e., those areas where your emotions begin to influence your thinking and actions? How do you manage those emotions?
Do you separate facts from opinions when you read or listen to others' comments about important political, social, professional, or personal issues? Can you explain to yourself and others the way your judgments and decisions logically follow from the facts in a given situation?
What are the external pressures and forces that influence your ability to think clearly and rationally? How do you manage those influences? (For example influences at work, from the media, or other social sources.)
Do you share your thinking processes with others, especially those with whom you work, or who rely on you? Do you ask others to share their thinking process with you?"
3-19,3,,80,P,P,P,,79,GB048,Management,Recreation,"Any activity that serves to renew or refresh, physically, emotionally, or mentally.","What is your personal definition of recreation? What are your favorite forms of recreation? What aspects of yourself are refreshed or renewed by recreation, and how?
How much time do you spend in refreshing recreation? Is it regular? Is it enough? If not, can you spend more time? How? Can you extend your definition of recreation to include activities that you can do in less time? Are there skills that you would like to develop to make your recreation time more refreshing? If so, what, and how will you develop them?
Do you have friends or significant others with whom you share recreation, or who support your recreation activities? Do others around you understand that recreation is a priority for you, and why?",,22,Fr036,Management,Délassement,"Avoir une ou des activités servant à se ressourcer ou à se détendre physiquement, émotionnellement ou mentalement.","Quelle est votre définition personnelle de Loisirs ? Quelles sont vos formes favorites de récréation et de ressourcement ? Quels aspects de vous-même sont régénérés ou revigorés par les loisirs, et comment ?
Combien de temps passez-vous à vous récréer, à vous ressourcer ? Est-ce régulier ? Est-ce suffisant ? Sinon, pouvez-vous y passer plus de temps ? Pouvez-vous élargir votre définition du ressourcement afin d’y inclure des activités qui vous prennent moins de temps ? Y a-t-il des compétences que vous aimeriez développer pour rendre vos moments de loisir et de récréation plus régénérants ? Si oui, lesquelles, et comment allez-vous les acquérir ?
Avez-vous des amis ou des gens proches avec qui vous partagez vos moments de loisirs, qui soutiennent vos activités récréatives ? Les autres autour de vous comprennent-ils que Loisirs est une priorité pour vous, et pourquoi ?",,71,Nw047,Management,Rekreasjon (Adspredelse),"Enhver aktivitet som tjener til fornyelse eller oppfriskning, fysisk, emosjonelt eller mentalt.","What is your personal definition of recreation? What are your favorite forms of recreation? What aspects of yourself are refreshed or renewed by recreation, and how?
How much time do you spend in refreshing recreation? Is it regular? Is it enough? If not, can you spend more time? How? Can you extend your definition of recreation to include activities that you can do in less time? Are there skills that you would like to develop to make your recreation time more refreshing? If so, what, and how will you develop them?
Do you have friends or significant others with whom you share recreation, or who support your recreation activities? Do others around you understand that recreation is a priority for you, and why?"
3-20,3,,81,Q,Q,Q,,82,GB049,Management,Responsibility,"Being accountable for people, a specific set of duties, or a project.","Our responsibilities compete for our attention and energy, so we must prioritize among them. What do you consider to be your top or highest priorities? Identify the different ways in which you support your top responsibilities. Do those to whom you feel responsible know or understand how you support them? Do not simply assume they understand correctly.
How much of a sense of ownership do you tend to take for problems, projects and people? The sense of ownership associated with the Responsibility value is a powerful motivating energy that is often experienced as such by the person who holds this value. It is also felt by the people around him or her, giving them a sense of security. When it is over-done, others may feel overly controlled.
When we are overly responsible, we can easily become over-extended, which may result in failure. How do you react emotionally when you are not able to support one of your responsibilities?
Some self assessment will tell you if you need to manage how responsibility works in your life. If you identify yourself as being highly responsible, you may benefit from getting some feedback and observations from others about your behavior. Are you exercising too much, too little, just the right amount of responsibility?",,86,Fr048,Management,Responsabilité,"Prendre en charge des personnes, un ensemble spécifique de tâches ou un projet, et en répondre.","Nos responsabilités sont en compétition pour notre attention et notre énergie, aussi devons-nous leur donner un ordre de priorité. Lesquelles considérez-vous comme vos plus hautes priorités ? Identifiez les différents moyens par lesquels vous gérez vos plus hautes priorités. Ceux dont vous vous sentez responsable savent-ils et comprennent-ils comment vous les soutenez ? Ne tenez pas pour acquis qu’ils le comprennent correctement.
Dans quelle mesure avez-vous tendance à sentir que les problèmes, les projets et les personnes vous appartiennent ? Ce sentiment de propriété associé à la valeur Responsabilité est une énergie puissante et motivante qui est souvent ressentie comme telle par celui ou celle qui a cette valeur. Cette énergie est également ressentie par les gens autour de lui ou d’elle, leur donnant un sentiment de sécurité. Quand ce sentiment de propriété est excessif, les autres peuvent se sentir exagérément contrôlés.
Quand nous avons trop de responsabilités, nous pouvons facilement nous sentir débordés, ce qui peut conduire à l’échec. Comment réagissez-vous émotionnellement quand vous n’arrivez pas à assumer l’une de vos responsabilités ?
Une évaluation personnelle vous permettra de savoir si vous avez besoin de gérer la manière dont la Responsabilité fonctionne dans votre vie. Exercez-vous trop, pas assez ou juste la bonne dose de responsabilité ? Si vous vous identifiez comme étant quelqu’un de très responsable, vous pourriez tirer parti des feed-back et des observations d’autres personnes sur votre comportement.",,7,Nw031,Management,Ansvar,"Står ansvarlig for mennesker, spesifikke forpliktelser eller et prosjekt","Our responsibilities compete for our attention and energy, so we must prioritize among them. What do you consider to be your top or highest priorities? Identify the different ways in which you support your top responsibilities. Do those to whom you feel responsible know or understand how you support them? Do not simply assume they understand correctly.
How much of a sense of ownership do you tend to take for problems, projects and people? The sense of ownership associated with the Responsibility value is a powerful motivating energy that is often experienced as such by the person who holds this value. It is also felt by the people around him or her, giving them a sense of security. When it is over-done, others may feel overly controlled.
When we are overly responsible, we can easily become over-extended, which may result in failure. How do you react emotionally when you are not able to support one of your responsibilities?
Some self assessment will tell you if you need to manage how responsibility works in your life. If you identify yourself as being highly responsible, you may benefit from getting some feedback and observations from others about your behavior. Are you exercising too much, too little, just the right amount of responsibility?"
3-21,3,,82,R,R,R,,84,GB050,Management,Rule of Law,Depending on explicit laws to regulate and prescribe conduct.,"What does rule of law mean to you? In your personal life? In your work life? In society? When in your life did you begin to understand the value of rule of law as you do now? What events or people influenced your understanding of it? How?
In what ways do you benefit from depending on explicit laws to regulate and prescribe conduct? Do others around you understand the value of explicit laws as you do? In what ways can you educate others? Are there any skills you may need to develop to do so in an effective way?
Do all laws apply equally to everyone? Are there laws that you do not obey, or instances when you do not obey the law? If so, why not? Are there instances when it would be in your best interest or the best interest of others not to obey laws or regulations? If so, when and why?",,82,Fr046,Management,Règle de droit,Se reposer sur des lois et des règles explicites pour réguler et prescrire des conduites.,"Que signifie Règle de droit pour vous ? Dans votre vie privée ? Dans votre vie professionnelle ? En société ? Quand dans votre vie avez-vous commencé à comprendre la valeur de la loi comme vous le faites maintenant ? Quels événements ou personnes vous ont influencé dans cette compréhension ? Comment ?
De quelle manière bénéficiez-vous du fait de dépendre de lois explicites pour réguler et prescrire des conduites ? Les autres autour de vous comprennent-ils comme vous la valeur des règles explicites ? Par quels moyens pourriez-vous les éduquer ? Y a-t-il des compétences que vous auriez besoin de développer pour y parvenir d’une manière efficace ?
Toutes les lois s’appliquent-elles également à tous ? Y a-t-il des lois auxquelles vous n’obéissez pas, ou des circonstances dans lesquelles vous n’obéissez pas à la loi ? Si oui, pourquoi n’obéissez-vous pas ? Y a-t-il des circonstances dans lesquelles il serait dans votre intérêt ou dans l’intérêt d’autres personnes de ne pas obéir aux lois et aux règlements ? Si oui, lesquelles, et pourquoi ?",,87,Nw050,Management,Styring med loven i hånd,Støtte seg på utvetydige lover som regulerer og formulerer forventet adferd og oppførsel.,"What does rule of law mean to you? In your personal life? In your work life? In society? When in your life did you begin to understand the value of rule of law as you do now? What events or people influenced your understanding of it? How?
In what ways do you benefit from depending on explicit laws to regulate and prescribe conduct? Do others around you understand the value of explicit laws as you do? In what ways can you educate others? Are there any skills you may need to develop to do so in an effective way?
Do all laws apply equally to everyone? Are there laws that you do not obey, or instances when you do not obey the law? If so, why not? Are there instances when it would be in your best interest or the best interest of others not to obey laws or regulations? If so, when and why?"
3-22,3,,83,S,S,S,,87,GB051,Management,Self Confidence,Knowing one has the ability to rely on oneself in specific situations.,"Why is it important to be self confident? How do you express self confidence? When in your life did you first become aware of feeling self confident? Is there someone in your life who fostered your self confidence? Who and how?
What are your natural talents and strengths? What are the specific areas in which you know you can excel? Are there areas into which you would like to extend your ability such that you know you can act with confidence? If so, how can you use your natural strengths as a foundation to extend into these areas?
Are there times when your self confidence is lacking? If so, what do you need to do to restore it? Do you need the help of friends or associates who support you in your abilities? Do you need to develop additional skills so that you can act with confidence? Are there ways that you have succeeded in restoring your sense of self confidence in the past that would work for you now?",,15,Fr035,Management,Confiance en soi,Savoir que l’on a la capacité de se fier à soi-même dans des situations spécifiques.,"Pourquoi est-il important d’avoir confiance en soi ? Comment exprimez-vous votre confiance en vous ? Quand avez-vous pris conscience pour la première fois de votre sentiment de confiance en vous ? Y a-t-il quelqu’un dans votre vie qui a encouragé cette confiance ? Qui, et comment ?
Quels sont vos talents et vos forces naturelles ? Quels sont les domaines spécifiques dans lesquels vous savez exceller ? Y a-t-il des domaines dans lesquels vous aimeriez élargir vos compétences de façon à être sûr de pouvoir agir en toute confiance ? Si oui, comment pouvez-vous utiliser vos forces naturelles comme base pour vous développer dans ces domaines ?
Y a-t-il des moments où vous manquez de confiance en vous ? Si oui, qu’avez-vous besoin de faire pour la restaurer ? Avez-vous besoin de l’aide d’amis ou d’associés qui vous encouragent ? Par quels moyens avez-vous réussi à rétablir votre confiance en vous par le passé et que vous pourriez mettre à profit aujourd’hui ? Avez-vous besoin d’acquérir des compétences complémentaires de façon à pouvoir agir avec confiance ?",,78,Nw049,Management,Selvtillit,Vite at man har evnen til å stole på seg selv i spesifikke situasjoner.,"Why is it important to be self confident? How do you express self confidence? When in your life did you first become aware of feeling self confident? Is there someone in your life who fostered your self confidence? Who and how?
What are your natural talents and strengths? What are the specific areas in which you know you can excel? Are there areas into which you would like to extend your ability such that you know you can act with confidence? If so, how can you use your natural strengths as a foundation to extend into these areas?
Are there times when your self confidence is lacking? If so, what do you need to do to restore it? Do you need the help of friends or associates who support you in your abilities? Do you need to develop additional skills so that you can act with confidence? Are there ways that you have succeeded in restoring your sense of self confidence in the past that would work for you now?"
4-01,4,,84,T,T,T,,1,GB052,Relational,Acceptance,"Recognition that personal limitations, weaknesses or barriers are a beginning point for growth.","What does Acceptance mean to you? Has someone in your life been a role model for you in turning a personal deficit or frustration into an opportunity for growth? If so, who and how? In what ways have you experienced limitations, weaknesses, or barriers as opportunities for growth? What did you learn? Are you aware of setting an example for others around you? In what ways?
What are your personal limitations or weaknesses (these might include the things that you find difficult to do, that drain your energy, or those areas where you may have the least talent or physical ability)? In what ways do you and others around you accommodate those limitations? What are the disadvantages you and others experience from this accommodation? What benefits? What barriers have you faced, and how did the value of Acceptance help you to get over or around them?
What are your personal strengths? How do these strengths help you to grow in spite of constraints? In the area or areas where you are limited or face barriers, is there anything that you can let go of so that you can put your attention and energy into those areas where you excel? If so, how would your life change?",,1,Fr052,Relationnel,Acceptation,"Reconnaître que les limitations, les faiblesses et les barrières personnelles sont un point de départ pour grandir.","Que veut dire Acceptation pour vous ? Quelqu’un a-t-il été pour vous un modèle de la manière de transformer un handicap ou une frustration en occasion de grandir ? Si oui, qui, et comment ? De quelle manière avez-vous vécu des limitations, des faiblesses ou des freins comme étant des occasions de progresser ? Qu’en avez-vous appris ?
Quelles sont vos limitations personnelles et vos faiblesses (y compris les choses que vous trouvez difficiles à faire, qui vous vident de votre énergie, ou les domaines dans lesquels vous avez le moins de talents ou de capacités physiques) ? De quelle façon vous-même et les autres autour de vous vous accommodez-vous de ces limitations ? Quels sont les inconvénients de ces limitations pour vous-même et pour les autres ? Quels en sont les bénéfices ? Quelles barrières avez-vous rencontrées et comment la valeur Acceptation vous a-t-elle aidé à les dépasser ou à les contourner ?
Quelles sont vos forces personnelles ? Comment ces forces vous aident-elles à grandir en dépit des contraintes ? Dans le ou les domaines où vous êtes limité, où vous faites face à des barrières, y a-t-il quelque chose que vous pourriez lâcher afin de pouvoir mettre votre attention et diriger votre énergie sur les domaines où vous excellez ? Si oui, comment votre vie changerait-elle ?
Comment pourriez-vous gérer les barrières ou les zones de limitation dont vous devez encore vous préoccuper avec un effort minimal, grâce à la formation, par exemple, à l’entraînement ou en créant des partenariats avec des gens qui peuvent vous aider ? De quelles manières votre valeur Acceptation est-elle un modèle pour d’autres ?",,3,Nw052,Relational,Aksept,"Anerkjennelse av at personlige begrensninger, svakheter eller barrierer er startpunktet for utvikling og vekst.","What does Acceptance mean to you? Has someone in your life been a role model for you in turning a personal deficit or frustration into an opportunity for growth? If so, who and how? In what ways have you experienced limitations, weaknesses, or barriers as opportunities for growth? What did you learn? Are you aware of setting an example for others around you? In what ways?
What are your personal limitations or weaknesses (these might include the things that you find difficult to do, that drain your energy, or those areas where you may have the least talent or physical ability)? In what ways do you and others around you accommodate those limitations? What are the disadvantages you and others experience from this accommodation? What benefits? What barriers have you faced, and how did the value of Acceptance help you to get over or around them?
What are your personal strengths? How do these strengths help you to grow in spite of constraints? In the area or areas where you are limited or face barriers, is there anything that you can let go of so that you can put your attention and energy into those areas where you excel? If so, how would your life change?"
4-02,4,,85,U,U,U,,5,GB053,Relational,Analogy,"Cross-domain thinking and expression using metaphor, symbol, image or model to reveal unexpected, thought-provoking connections, and convey complex meaning.","How do you define analogical thinking and/or communication? Why is it important? When did metaphor, symbol, image or model become important in your life, and how? What have you gained by using Analogy that could not be attained by other means? What are your unique talents and gifts in this domain? How did you acquire them? How do you use them? What additional competencies would you wish to develop with regard to Analogy? How would you best acquire or develop them?
Communication is about coming to a shared understanding with another or other people. What are your objectives in influencing a given audience using analogic thinking? What analogic methods or tools do you use? What is the degree of your competence in using such means with regard to influencing others? In what ways might you increase or fine-tune your competence to influence?
Analogic thinking is a growing-edge area of cognitive and communication research and practice, given the importance of digital media, artificial intelligence, and advances in understanding how the human brain works. In what ways are you following and/or leading this research or practice? Do you have an interest in developing others in this area? If so, how?
Do you use Analogy in understanding your own life? If so, how? What insights have you been able to grasp and apply? How does Analogy relate to your other highest-priority values? Is there a metaphor, image, symbol, or model that expresses this relationship?",,4,Fr053,Relationnel,Analogie,"Réfléchir à plusieurs niveaux et s’exprimer en utilisant la métaphore, le symbole, l’image ou le modèle pour révéler des connexions inattendues, suscitant la réflexion, et pour transmettre des significations complexes.","Comment définissez-vous la pensée et/ou la communication analogiques ? Quand la métaphore, le symbole, l’image ou le modèle sont-ils devenus importants dans votre vie, comment et pourquoi ? Qu’avez-vous gagné en utilisant l’analogie que vous n’auriez pas pu obtenir par d’autres moyens ? Quels sont vos talents et dons uniques dans ce domaine ? Comment les avez-vous acquis ? Comment les utilisez-vous ? Quelles compétences complémentaires souhaiteriez-vous développer en rapport avec l’Analogie ? De quelle manière ?
La communication consiste à parvenir à une compréhension partagée avec une ou plusieurs personnes. Quels sont vos objectifs en influençant un public donné au moyen de la pensée analogique ? Quels outils et méthodes utilisez-vous ? Quel est votre degré de compétence en ce qui concerne l’influence sur les autres par l’utilisation de tels moyens ? Comment pourriez-vous accroître ou affiner votre capacité d’influence ?
La pensée analogique est un domaine de recherche sur les processus cognitifs et de communication en plein développement, compte tenu de l’importance des médias digitaux, de l’intelligence artificielle et des avancées sur la compréhension du fonctionnement du cerveau humain. De quelle manière suivez-vous ou conduisez-vous ces recherches ? Êtes-vous intéressé à former d’autres personnes dans ce domaine ? Si oui, comment ?
Utilisez-vous l’Analogie pour comprendre votre propre vie ? Si oui, comment ? Quelles compréhensions avez-vous pu en retirer et appliquer ? Comment l’Analogie entre-t-elle en relation avec vos autres valeurs prioritaires majeures ? Y a-t-il une métaphore, une image, un symbole ou un modèle qui exprime cette relation ?",,5,Nw053,Relational,Analogi,"Overgripende tenkning og formuleringer på tvers av fagdisipliner, som benytter metaforer, symboler, bilder eller modeller for å avdekke uventede, tankevekkende sammenkoblinger, samt avdekke komplekse meninger","How do you define analogical thinking and/or communication? Why is it important? When did metaphor, symbol, image or model become important in your life, and how? What have you gained by using Analogy that could not be attained by other means? What are your unique talents and gifts in this domain? How did you acquire them? How do you use them? What additional competencies would you wish to develop with regard to Analogy? How would you best acquire or develop them?
Communication is about coming to a shared understanding with another or other people. What are your objectives in influencing a given audience using analogic thinking? What analogic methods or tools do you use? What is the degree of your competence in using such means with regard to influencing others? In what ways might you increase or fine-tune your competence to influence?
Analogic thinking is a growing-edge area of cognitive and communication research and practice, given the importance of digital media, artificial intelligence, and advances in understanding how the human brain works. In what ways are you following and/or leading this research or practice? Do you have an interest in developing others in this area? If so, how?
Do you use Analogy in understanding your own life? If so, how? What insights have you been able to grasp and apply? How does Analogy relate to your other highest-priority values? Is there a metaphor, image, symbol, or model that expresses this relationship?"
4-03,4,,86,V,V,V,,7,GB054,Relational,Balance,Maintaining a sense of equilibrium and well being in spite of change or conflict.,"Being in balance means very different things to different people. What does it mean to you? What are the kinds of situations that can throw you off-balance? How do you tend to respond in those situations?
Maintaining a sense of equilibrium usually involves emotions. How are your emotions affected when you are off-balance? How is your sense of self affected? In what ways can you care for yourself when feeling out of balance?
How are your relationships with others affected when you are in a state of disequilibrium? Ask others for their observations of your behavior when out of balance, and be open to what they describe. Are there ways you can ""catch"" yourself when around others and return to equilibrium? Are you sensitive to signs in others that they are feeling out of balance? What can you do to help them regain it?",,39,Fr064,Relationnel,Équilibre,Maintenir le sens de son harmonie personnelle en dépit du changement ou du conflit.,"Être en équilibre signifie des choses très différentes selon les gens. Qu’est-ce que cela veut dire pour vous ? Quels types de situations peuvent vous mettre en déséquilibre ? Comment réagissez-vous dans ces situations ?
Maintenir un sens de l’équilibre implique en général des émotions. Comment vos émotions sont-elles affectées quand vous n’êtes pas en équilibre ? Comment votre perception de vous-même est-elle affectée ? Comment pouvez-vous prendre soin de vous quand vous vous sentez en déséquilibre ?
Comment vos relations avec les autres sont-elles affectées quand vous êtes dans un état de déséquilibre ? Demandez aux autres comment ils perçoivent vos comportements quand vous êtes déstabilisé et soyez ouvert à ce qu’ils décrivent. Y a-t-il des moyens par lesquels vous pouvez compenser quand vous êtes avec d’autres personnes et retrouver l’équilibre ? Êtes-vous réceptif aux signes émanant d’autres personnes qui montrent qu’elles ne se sentent pas en équilibre ? Que pouvez-vous faire pour les aider à le retrouver ?",,13,Nw055,Relational,Balanse,Opprettholder en følelse av likevekt og velvære til tross for endringer eller konflikter.,"Being in balance means very different things to different people. What does it mean to you? What are the kinds of situations that can throw you off-balance? How do you tend to respond in those situations?
Maintaining a sense of equilibrium usually involves emotions. How are your emotions affected when you are off-balance? How is your sense of self affected? In what ways can you care for yourself when feeling out of balance?
How are your relationships with others affected when you are in a state of disequilibrium? Ask others for their observations of your behavior when out of balance, and be open to what they describe. Are there ways you can ""catch"" yourself when around others and return to equilibrium? Are you sensitive to signs in others that they are feeling out of balance? What can you do to help them regain it?"
